agreement,origin_group,source_file,vn_code,hs6_code,national_tariff_code,description_vi,rates_extracted,rate_2026_percent,rate_selection_basis,country_markers,notes,rate_column_count,extraction_status
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.99.17,840999,84099917,- - - - Piston khác,0,0,SINGLE_RATE_COLUMN,"PH, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.99.18,840999,84099918,- - - - Bạc piston và chốt piston,0,0,SINGLE_RATE_COLUMN,"PH, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.99.19,840999,84099919,- - - - Loại khác,0,0,SINGLE_RATE_COLUMN,"PH, TH",- - - Dùng cho động cơ của xe thuộc nhóm 87.01:,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.99.21,840999,84099921,- - - - Chế hòa khí và bộ phận của chúng,0,0,SINGLE_RATE_COLUMN,"PH, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.99.22,840999,84099922,- - - - Thân động cơ (cylinder block); hộp trục khuỷu,0,0,SINGLE_RATE_COLUMN,"PH, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.99.23,840999,84099923,"- - - - Ống xi lanh, có đường kính trong từ 50 mm trở lên, nhưng không quá 155 mm",0,0,SINGLE_RATE_COLUMN,"PH, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.99.24,840999,84099924,- - - - Ống xi lanh khác,0,0,SINGLE_RATE_COLUMN,"PH, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.99.25,840999,84099925,- - - - Quy lát và nắp quy lát,0,0,SINGLE_RATE_COLUMN,"PH, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.99.26,840999,84099926,"- - - - Piston, có đường kính ngoài từ 50 mm trở lên, nhưng không quá 155 mm",0,0,SINGLE_RATE_COLUMN,"PH, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.99.27,840999,84099927,- - - - Piston khác,0,0,SINGLE_RATE_COLUMN,"PH, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.99.29,840999,84099929,- - - - Loại khác,0,0,SINGLE_RATE_COLUMN,"PH, TH",- - - Dùng cho động cơ của xe thuộc nhóm 87.11:,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.99.31,840999,84099931,- - - - Chế hòa khí và bộ phận của chúng,0,0,SINGLE_RATE_COLUMN,"PH, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.99.32,840999,84099932,- - - - Thân động cơ (cylinder block); hộp trục khuỷu,0,0,SINGLE_RATE_COLUMN,"PH, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.99.34,840999,84099934,- - - - Quy lát và nắp quy lát,0,0,SINGLE_RATE_COLUMN,"PH, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.99.36,840999,84099936,- - - - Bạc piston và chốt piston,0,0,SINGLE_RATE_COLUMN,"PH, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.99.37,840999,84099937,"- - - - Ống xi lanh, có đường kính trong từ 50 mm trở lên, nhưng không quá 155 mm; piston, có đường kính ngoài từ 50 mm trở lên, nhưng không quá 155 mm",0,0,SINGLE_RATE_COLUMN,"PH, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.99.38,840999,84099938,- - - - Ống xi lanh và piston khác,0,0,SINGLE_RATE_COLUMN,"PH, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.99.39,840999,84099939,- - - - Loại khác,0,0,SINGLE_RATE_COLUMN,"PH, TH",- - - Dùng cho động cơ của xe khác thuộc Chương 87:,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.99.41,840999,84099941,- - - - Chế hòa khí và bộ phận của chúng,0,0,SINGLE_RATE_COLUMN,"PH, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.99.42,840999,84099942,- - - - Thân động cơ (cylinder block); hộp trục khuỷu,0,0,SINGLE_RATE_COLUMN,"PH, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.99.43,840999,84099943,"- - - - Ống xi lanh, có đường kính trong từ 50 mm trở lên, nhưng không quá 155 mm",0,0,SINGLE_RATE_COLUMN,"PH, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.99.44,840999,84099944,- - - - Ống xi lanh khác,0,0,SINGLE_RATE_COLUMN,"PH, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.99.45,840999,84099945,- - - - Quy lát và nắp quy lát,0,0,SINGLE_RATE_COLUMN,"PH, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.99.46,840999,84099946,"- - - - Piston, có đường kính ngoài từ 50 mm trở lên, nhưng không quá 155 mm",0,0,SINGLE_RATE_COLUMN,"PH, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.99.47,840999,84099947,- - - - Piston khác,0,0,SINGLE_RATE_COLUMN,"PH, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.99.48,840999,84099948,- - - - Bạc piston và chốt piston,0,0,SINGLE_RATE_COLUMN,"PH, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.99.49,840999,84099949,- - - - Loại khác,0,0,SINGLE_RATE_COLUMN,"PH, TH","- - - Dùng cho động cơ tàu thuyền thuộc Chương 89:|- - - - Cho động cơ máy thủy công suất không quá 22,38 kW:",1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.99.51,840999,84099951,- - - - - Thân động cơ (cylinder block); hộp trục khuỷu,0,0,SINGLE_RATE_COLUMN,"PH, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.99.52,840999,84099952,"- - - - - Ống xi lanh, có đường kính trong từ 50 mm trở lên, nhưng không quá 155 mm",0,0,SINGLE_RATE_COLUMN,"PH, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.99.53,840999,84099953,- - - - - Ống xi lanh khác,0,0,SINGLE_RATE_COLUMN,"PH, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.99.54,840999,84099954,"- - - - - Piston, có đường kính ngoài từ 50 mm trở lên, nhưng không quá 155 mm",0,0,SINGLE_RATE_COLUMN,"PH, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.99.55,840999,84099955,- - - - - Piston khác,0,0,SINGLE_RATE_COLUMN,"PH, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.99.59,840999,84099959,- - - - - Loại khác,0,0,SINGLE_RATE_COLUMN,"PH, TH","- - - - Cho động cơ máy thủy công suất trên 22,38 kW:",1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.99.61,840999,84099961,- - - - - Thân động cơ (cylinder block); hộp trục khuỷu,0,0,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.99.62,840999,84099962,"- - - - - Ống xi lanh, có đường kính trong từ 50 mm trở lên, nhưng không quá 155 mm",0,0,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.99.63,840999,84099963,- - - - - Ống xi lanh khác,0,0,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.99.64,840999,84099964,"- - - - - Piston, có đường kính ngoài từ 50 mm trở lên, nhưng không quá 155 mm",0,0,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.99.65,840999,84099965,- - - - - Piston khác,0,0,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.99.69,840999,84099969,- - - - - Loại khác,0,0,SINGLE_RATE_COLUMN,,- - - Dùng cho động cơ khác:,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.99.71,840999,84099971,- - - - Chế hòa khí và bộ phận của chúng,0,0,SINGLE_RATE_COLUMN,"PH, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.99.72,840999,84099972,- - - - Thân động cơ (cylinder block); hộp trục khuỷu,0,0,SINGLE_RATE_COLUMN,"PH, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.99.73,840999,84099973,"- - - - Ống xi lanh, có đường kính trong từ 50 mm trở lên, nhưng không quá 155 mm",0,0,SINGLE_RATE_COLUMN,"PH, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.99.74,840999,84099974,- - - - Ống xi lanh khác,0,0,SINGLE_RATE_COLUMN,"PH, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.99.75,840999,84099975,- - - - Quy lát và nắp quy lát,0,0,SINGLE_RATE_COLUMN,"PH, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.99.76,840999,84099976,"- - - - Piston, có đường kính ngoài từ 50 mm trở lên, nhưng không quá 155 mm",0,0,SINGLE_RATE_COLUMN,"PH, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.99.77,840999,84099977,- - - - Piston khác,0,0,SINGLE_RATE_COLUMN,"PH, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.99.78,840999,84099978,- - - - Bạc piston và chốt piston,0,0,SINGLE_RATE_COLUMN,"PH, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8409.99.79,840999,84099979,- - - - Loại khác,0,0,SINGLE_RATE_COLUMN,"PH, TH","84.10|Tua bin thủy lực, bánh xe guồng nước, và các bộ điều chỉnh của chúng|- Tua bin thủy lực và bánh xe guồng nước:",1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8413.30,841330,841330,"- Bơm nhiên liệu, dầu bôi trơn hoặc bơm chất làm mát, dùng cho động cơ đốt trong kiểu piston:",,,NO_RATE_COLUMN,,,0,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8413.30.30,841330,84133030,"- - Bơm nhiên liệu loại sử dụng cho động cơ của xe có động cơ thuộc nhóm 87.02, 87.03 hoặc 87.04",0,0,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8413.30.40,841330,84133040,"- - Bơm nước loại được sử dụng cho động cơ của xe có động cơ thuộc nhóm 87.02, 87.03 hoặc 87.04",0,0,SINGLE_RATE_COLUMN,,"- - Loại khác, loại ly tâm:",1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8413.30.51,841330,84133051,- - - Với đường kính cửa hút không quá 200 mm,0,0,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8413.30.52,841330,84133052,- - - Với đường kính cửa hút trên 200 mm,0,0,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8413.30.90,841330,84133090,- - Loại khác,0,0,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8413.81,841381,841381,- - Bơm:,,,NO_RATE_COLUMN,,,0,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8413.81.13,841381,84138113,"- - - Bơm nước, với lưu lượng không quá 8.000 m³/h, hoạt động bằng điện",12,12,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8413.81.14,841381,84138114,"- - - Bơm nước, với lưu lượng không quá 8.000 m³/h, không hoạt động bằng điện",0,0,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8413.81.15,841381,84138115,"- - - Bơm nước, với lưu lượng trên 8.000 m³/h nhưng không quá 13.000 m³/h",0,0,SINGLE_RATE_COLUMN,"MM, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8413.81.19,841381,84138119,- - - Loại khác,0,0,SINGLE_RATE_COLUMN,"MM, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8415.20,841520,841520,"- Loại sử dụng cho người, trong xe có động cơ:",,,NO_RATE_COLUMN,,,0,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8415.20.10,841520,84152010,"- - Công suất làm mát không quá 26,38 kW",15,15,SINGLE_RATE_COLUMN,"PH, TH, CN",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8415.20.90,841520,84152090,- - Loại khác,15,15,SINGLE_RATE_COLUMN,"PH, TH, CN",- Loại khác:,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8421.23,842123,842123,- - Bộ lọc dầu hoặc xăng cho động cơ đốt trong:,,,NO_RATE_COLUMN,,- - - Dùng cho máy thuộc nhóm 84.29 hoặc 84.30:,0,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8421.23.11,842123,84212311,- - - - Bộ lọc dầu,0,0,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8421.23.19,842123,84212319,- - - - Loại khác,0,0,SINGLE_RATE_COLUMN,,- - - Dùng cho xe có động cơ thuộc Chương 87:,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8421.23.21,842123,84212321,- - - - Bộ lọc dầu,0,0,SINGLE_RATE_COLUMN,BN,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8421.23.29,842123,84212329,- - - - Loại khác,0,0,SINGLE_RATE_COLUMN,BN,- - - Loại khác:,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8421.23.91,842123,84212391,- - - - Bộ lọc dầu,0,0,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8421.23.99,842123,84212399,- - - - Loại khác,0,0,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8421.31,842131,842131,- - Bộ lọc khí nạp cho động cơ đốt trong:,,,NO_RATE_COLUMN,,,0,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8421.31.10,842131,84213110,- - - Dùng cho máy thuộc nhóm 84.29 hoặc 84.30,0,0,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8421.31.20,842131,84213120,- - - Dùng cho xe có động cơ thuộc Chương 87,0,0,SINGLE_RATE_COLUMN,KH,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8421.31.90,842131,84213190,- - - Loại khác,0,0,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_541 + 542_118-2022-NĐ-CP.doc,8421.32.00,842132,84213200,"- - Bộ chuyển đổi xúc tác hoặc bộ lọc hạt, có hoặc không kết hợp, để tinh chế hoặc lọc khí thải từ động cơ đốt trong",0,0,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_543 + 544_118-2022-NĐ-CP.doc,8501.31,850131,850131,- - Công suất không quá 750 W:,,,NO_RATE_COLUMN,,,0,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_543 + 544_118-2022-NĐ-CP.doc,8501.31.30,850131,85013130,"- - - Động cơ loại dùng cho hàng hóa thuộc nhóm 84.15, 84.18, 84.50, 85.09 hoặc 85.16",5,5,SINGLE_RATE_COLUMN,"KH, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_543 + 544_118-2022-NĐ-CP.doc,8501.31.60,850131,85013160,- - - Động cơ dùng cho xe của Chương 87,5,5,SINGLE_RATE_COLUMN,"KH, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_543 + 544_118-2022-NĐ-CP.doc,8501.31.70,850131,85013170,- - - Động cơ khác,5,5,SINGLE_RATE_COLUMN,"KH, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_543 + 544_118-2022-NĐ-CP.doc,8501.31.80,850131,85013180,- - - Máy phát điện,5,5,SINGLE_RATE_COLUMN,"KH, TH",,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_543 + 544_118-2022-NĐ-CP.doc,8501.52,850152,850152,- - Công suất trên 750 W nhưng không quá 75 kW:,,,NO_RATE_COLUMN,,- - - Công suất không quá 1 kW:,0,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_543 + 544_118-2022-NĐ-CP.doc,8501.52.11,850152,85015211,"- - - - Loại dùng cho hàng hóa thuộc nhóm 84.15, 84.18, 84.50, 85.09 hoặc 85.16",0,0,SINGLE_RATE_COLUMN,TH,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_543 + 544_118-2022-NĐ-CP.doc,8501.52.12,850152,85015212,- - - - Loại dùng cho xe của Chương 87,0,0,SINGLE_RATE_COLUMN,TH,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_543 + 544_118-2022-NĐ-CP.doc,8501.52.19,850152,85015219,- - - - Loại khác,0,0,SINGLE_RATE_COLUMN,TH,"- - - Công suất trên 1 kW nhưng không quá 37,5 kW:",1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_543 + 544_118-2022-NĐ-CP.doc,8501.52.21,850152,85015221,"- - - - Loại dùng cho hàng hóa thuộc nhóm 84.15, 84.18, 84.50, 85.09 hoặc 85.16",0,0,SINGLE_RATE_COLUMN,TH,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_543 + 544_118-2022-NĐ-CP.doc,8501.52.22,850152,85015222,- - - - Loại dùng cho xe của Chương 87,0,0,SINGLE_RATE_COLUMN,TH,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_543 + 544_118-2022-NĐ-CP.doc,8501.52.29,850152,85015229,- - - - Loại khác,0,0,SINGLE_RATE_COLUMN,TH,"- - - Công suất trên 37,5 kW nhưng không quá 75 kW:",1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_543 + 544_118-2022-NĐ-CP.doc,8501.52.31,850152,85015231,"- - - - Loại dùng cho hàng hóa thuộc nhóm 84.15, 84.18 hoặc 84.50",0,0,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_543 + 544_118-2022-NĐ-CP.doc,8501.52.32,850152,85015232,- - - - Loại dùng cho xe của Chương 87,0,0,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_543 + 544_118-2022-NĐ-CP.doc,8501.52.39,850152,85015239,- - - - Loại khác,0,0,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_543 + 544_118-2022-NĐ-CP.doc,8501.53,850153,850153,- - Công suất trên 75 kW:,,,NO_RATE_COLUMN,,,0,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_543 + 544_118-2022-NĐ-CP.doc,8501.53.10,850153,85015310,- - - Loại dùng cho xe của Chương 87,0,0,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_543 + 544_118-2022-NĐ-CP.doc,8501.53.90,850153,85015390,- - - Loại khác,0,0,SINGLE_RATE_COLUMN,,"- Máy phát điện xoay chiều (máy dao điện), trừ máy phát quang điện:",1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_543 + 544_118-2022-NĐ-CP.doc,8504.40,850440,850440,- Máy biến đổi tĩnh điện:,,,NO_RATE_COLUMN,,"- - Dùng cho các máy xử lý dữ liệu tự động và các khối chức năng của chúng, và thiết bị viễn thông:",0,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_543 + 544_118-2022-NĐ-CP.doc,8504.40.11,850440,85044011,- - - Bộ nguồn cấp điện liên tục (UPS),0,0,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_543 + 544_118-2022-NĐ-CP.doc,8504.40.19,850440,85044019,- - - Loại khác,0,0,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_543 + 544_118-2022-NĐ-CP.doc,8504.40.20,850440,85044020,"- - Máy nạp ắc qui, pin có công suất danh định trên 100 kVA",0,0,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_543 + 544_118-2022-NĐ-CP.doc,8504.40.30,850440,85044030,- - Bộ chỉnh lưu khác,0,0,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_543 + 544_118-2022-NĐ-CP.doc,8504.40.40,850440,85044040,- - Bộ nghịch lưu,0,0,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_543 + 544_118-2022-NĐ-CP.doc,8504.40.90,850440,85044090,- - Loại khác,0,0,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_543 + 544_118-2022-NĐ-CP.doc,8507.60,850760,850760,- Bằng ion liti:,,,NO_RATE_COLUMN,,- - Bộ pin (battery pack):,0,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_543 + 544_118-2022-NĐ-CP.doc,8507.60.31,850760,85076031,- - - Loại dùng cho máy tính xách tay kể cả loại notebook và subnotebook,0,0,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
ACFTA,CN,2023_543 + 544_118-2022-NĐ-CP.doc,8507.60.32,850760,85076032,- - - Dùng cho máy bay,0,0,SINGLE_RATE_COLUMN,,,1,EXTRACTED_FROM_WORDDOCUMENT_CELL_STREAM
